ID,prompt,rater_mean,rating_k,rating_j,rating_h,rating_n,word_count,readability,freq,aoa,prev,mtld,Story,DSI_ukwac,DSI_subtitle,DSI_baroni,DSI_glove,DSI_TASA,DSI_mean,DSI_bert
14,belief-faith-sing,2,NA,2,2,2,37,6.760540541,5.867058824,5.405964085,2.290588235,47.915,Most Christian belief most things considered okay are immoral. It is wrong according to their faith. For instance it is wrong for a Christian to sing secular music. other people do not see anything wrong with that,0.725711932,0.858829295,0.84253734,0.691615526,0.915360643,0.806810947,0.782575965
15,belief-faith-sing,3.5,3,4,3,4,70,4.805714286,5.967936508,4.362394442,2.322622951,52.53114928,"There was once a girl named Monica who loved to sing. Monica would sing everywhere - at home, in the shower, in the car, at church. She had a strong belief that she sang beautifully. Monica wanted to try out for the church choir, but when she got there and started her performance, she was stopped and told she was horrible. Her faith was destroyed that day. Monica never sang again.",0.731624833,0.884399883,0.86680366,0.779717858,0.948966897,0.842302626,0.80104211
16,belief-faith-sing,4.75,4,5,5,5,90,9.392222222,5.583058824,5.574886264,2.290117647,90,"The high priestess of the group stood before the raging fire, dramatically lit by the dancing flames. All of her brethren surrounded her in her imposing headdress for this, the final night of rituals and celebration. They had total faith in her ability to divine truths about the universe and their personal lives. All as one they began to sing, mounting into a crescendo along with the frenzy of rhythmic drumming. Soon the power would inhabit the high priestess, and she would begin to speak this divine belief with vigor.",0.843984653,0.894084632,0.905928137,0.852687479,0.962564737,0.891849928,0.815849738
17,belief-faith-sing,2,1,2,3,2,44,3.45,6.043953488,4.78201254,2.338604651,67.76,At church last week we went to sing and praise our lord. We had some ideas to show more faith about life and the virus. We all have the belief that it will pass and life will get better soon. Hopefully sooner than later.,0.720812199,0.888990294,0.869549624,0.69237294,0.964649427,0.827274897,0.794242869
18,belief-faith-sing,4.75,4,5,5,5,76,5.553789474,5.818787879,4.807292448,2.340333333,77,"In the depth of the woods I heard the birds sing. They knew what was happening, but did I have that faith as well? I wasn't sure I had the belief of those simple creatures. After all, most humans never encounter  the Mythosaur, but I felt a magical tingle in the air that suggested that I might be one of the lucky ones. The woods fell silent as a faint rumble began to shake the trees.",0.765579529,0.907725479,0.893437339,0.784732513,0.973636489,0.86502227,0.810139848
19,belief-faith-sing,2.5,NA,NA,3,2,90,6.793131868,5.804216867,4.92040904,2.258795181,38.71300716,Moral thoughts fueled by all of us immediately think what is acceptable and non-acceptable in our world today.    I have faith in our world in creating helpful and logical ways of how we should feel.  Faith in ourselves and our world is everything to all of us.  A belief moves us forward in living in the world.   Following a song or writing a song that impacts us gives all of us a song to sing to make us feel better.   It's a chicken soup book helping us to live our,0.749449153,0.86908508,0.86081514,0.725588218,0.950848297,0.831157178,0.792651113
20,belief-faith-sing,2.75,2,3,3,3,75,6.937333333,5.854142857,4.934935925,2.334225352,75,"Every Sunday was an experience that could not be forgotten. Pastor Troy would preach the gospel and you could sense the belief in peoples voice when they would say Amen. I know they had faith in the lord because they would never miss a day of Church. Towards the end, everyone would be singing with the gospel and enjoying what was another magical experience at church. Words could not describe the joy in their voices.",0.78911397,0.885079483,0.872828258,0.77523007,0.948247222,0.8540998,0.815508713
21,belief-faith-sing,3.5,3,3,4,4,75,4.703666667,5.743235294,4.763506209,2.312205882,58.13798164,"My mother was a person who could sing like angels. She had a strong faith and she loved to express her belief in a higher being through her song. She would sing the hymns, the psalms, the spirituals. Her voice could make anyone have a belief in something greater than themself. One day she lost her voice (vocal cords just wore out) and therefore, her ability to sing. But she never ever lost her faith.",0.746118975,0.865474559,0.860747183,0.751113082,0.947482483,0.834187257,0.802039099
22,belief-faith-sing,2.25,2,3,2,2,56,5.252142857,5.979444444,4.792905331,2.3584,51.51923077,"It was easy to see how strong the congregation's Faith was.  Nothing could shake their belief in God.  They loved, knew and served Him and it showed in everything they did.  They would sing their loyalty from the top of their lungs every Sunday and preach their knowledge of Him to anyone would cared to listen.",0.736718185,0.892103834,0.867976588,0.713921111,0.959693431,0.83408263,0.799281384
23,belief-faith-sing,2,1,3,2,2,51,5.347205882,5.910851064,4.564135788,2.309111111,51,My grandmother has a lot of faith in her religion. She has the belief that when she passes away there will be a heaven for her to go to. When she goes to church they usually sing songs about their faith. Having faith in her religion makes her a happier person.,0.737517718,0.878299189,0.855630327,0.698382187,0.929839825,0.819933849,0.770491859
24,belief-faith-sing,2.5,2,3,2,3,63,5.723928571,6.027241379,4.67282146,2.339166667,67.46352941,"Judy had a strong belief in God. Her faith had been tested many times in her life, but she took great comfort in the church. The joy of her life was to sing every week in the choir, and she couldn't imagine what it would be like without her friends there. She was overjoyed when she was finally made choir leader this week.",0.752600948,0.898555498,0.884377319,0.739643541,0.956459014,0.846327264,0.800479352
25,belief-faith-sing,1.75,1,3,2,1,46,2.02173913,5.69,4.980126798,2.32925,59.248,Jan was a member of her church choir. She loved to sing with the group. They often chose songs that emphasized their faith. Jan had a strong belief in God as well. The music brought her joy. The rest of the congregation loved the choir too.,0.780856082,0.887224269,0.86508998,0.749588112,0.925805898,0.841712868,0.770537157
26,belief-faith-sing,2.75,2,3,2,4,68,5.551512605,5.81015625,4.758472079,2.32828125,58.34090909,"Elizabeth was an inspiration to everyone who knew her. She was always helping someone somewhere. She could be found running errands, or offering rides to medical appointments. The most amazing part was hearing her in church on Sunday mornings. Then we knew her faith was real. The woman could sing like an angel. Her belief in her God was expressed through her voice in the most amazing manner.",0.765665,0.897844308,0.885132626,0.756789794,0.967839453,0.854654236,0.806997624
27,belief-faith-sing,2.5,2,3,2,3,64,6.1375,5.862580645,4.901320103,2.295,81.92,"The church filled with beautiful sounds of hymns as the choir began to sing. The pastor could feel his faith being restored by the beautiful music even though it had been challenged so severely in the recent weeks. ""I will maintain my belief in God"" he thought to himself, ""even when his plan is not clear to me."" Then, he too began to sing.",0.774483223,0.898665684,0.881684808,0.74221392,0.948845136,0.849178554,0.806813122
28,belief-faith-sing,4.25,5,3,4,5,74,6.765783784,5.529558824,4.659704266,2.340952381,44.16424522,"The little girl's grandmother was deathly ill. Although her family prayed around her bedside, she grew weaker and weaker. Still, the little girl never gave up hope. She stayed faithfully by her grandmother's bedside, clasping the old woman's hand and singing her to sleep. Her belief awakened a magic spark inside of her, and the next time she opened her mouth to sing, a healing spell passed her lips, and the grandmother was healed.",0.748617001,0.886463367,0.868965468,0.79541424,0.966711543,0.853234324,0.809240691
29,belief-faith-sing,2.5,NA,1,4,NA,28,5.884285714,5.715384615,5.019140671,2.26,73.17333333,"Singing in triumph whatever assail, High on the mountains or low in the vale. Faith is believing, then doubt Him no more, Sell all your sorrows, your troubles",0.823991392,0.913307953,0.895588893,0.866686809,0.968723665,0.893659742,0.808263177
30,belief-faith-sing,3.75,4,1,5,5,74,3.166148649,6.071884058,4.486365877,2.308382353,45.29562044,The dog ran frantically through the alley. He needed to have faith to avoid the killer. The dog killer had taken so many lives that night already. The dog didnt know if this was the last song. The last straw. The last hurrah. He needed to a strong belief in his own skills in survival to make it through the night. But the killer is getting faster and smarter as the night goes on.,0.722619984,0.882708893,0.87454025,0.737166046,0.948919645,0.833190964,0.797837235
31,belief-faith-sing,3.5,2,4,4,4,53,5.16240566,5.895217391,4.689248786,2.337,53,"There once was a wild and crazy old Christian rock musician. He had a strong belief in his faith and used that at the motivation for his music. He would sing loudly and proudly at his concerts. At his last concert, he was singing so crazily he had a heart attack and died.",0.783541981,0.897301375,0.876537325,0.801936971,0.952395886,0.862342708,0.783118434
32,belief-faith-sing,3.5,3,4,3,4,103,7.45176699,6.085333333,4.552899768,2.325217391,92.55924171,"Growing up my household didn't really practice having faith, none at all. Through my childhood I had to come up with the belief that we may or may not go to heaven one day, or we'll just die and come back in a different life. I went to church once, watched the choir sing and still was really confused with what I believed. It was until I met with a counsellor of mine who was Wiccan when I decided that that belief was the best for me - it felt right. Now I sing my own song, not to anyone in particular but myself.",0.723217361,0.886482414,0.883103529,0.719070788,0.968675355,0.836109889,0.823011864
33,belief-faith-sing,2.25,2,2,3,2,67,4.430029851,6.188965517,4.746763643,2.316551724,42.31818182,Ever since I was young I have always had a belief that there is something or someone of a higher power than me. I always try to keep my faith to this cause it gives me hope. I always try and tell anyone about this. I guess I will have to sing for anyone to listen. I do not know what else to do to convince others,0.640736359,0.8463288,0.817099438,0.595546132,0.948368431,0.769615832,0.788417162
34,belief-faith-sing,4.5,5,5,4,4,89,4.924030899,5.87630137,4.735329303,2.254459459,110.4133333,"""Without faith, there can be no life.""  So he told me as he donned his Yarmulke in preparation for prayer.  I despised my father for his beliefs.  Raised an Orthodox jew, I eventually left the church (to my parents' great disappointment) opting instead to pursue my dream of making rock 'n' roll music.  I could sing.  That's what everyone had told me since I was little.    When I saw my father, I saw a staunch old man without any fire in him.  I didn't want to become like him.",0.749751226,0.891415024,0.886743827,0.756935271,0.979088151,0.8527867,0.819810128
35,belief-faith-sing,2.25,1,2,3,3,60,4.233333333,5.922727273,4.893702635,2.370555556,34.336832,You think that gospel singing is easy? You think you put a little faith in your voice and it'll come out angelic or moving? You think it'll strengthen your belief in the big man by singing his praises? Don't belittle people you don't know. They work hard to rise up to fame in their own circles in their own way.,0.679840073,0.84875991,0.861712153,0.730086189,0.969723301,0.818024325,0.804443488
36,belief-faith-sing,3,NA,1,3,5,52,3.901538462,5.86125,4.620682463,2.29893617,84.12444444,My friend had a belief in ghosts. He always watching horror movies. One day in his dream someone sing a song. Even after he woke up he heard that song. i told him to visit a psychiatrist for this. He visited and later he understood the problem. Then he relieved from it.,0.700252981,0.889641894,0.858537301,0.724176841,0.963042402,0.827130284,0.78032745
37,belief-faith-sing,2.5,2,2,3,3,62,6.251774194,5.719830508,4.847272497,2.332678571,67.46352941,"The church was filled joy. Belief was written clear on everyone's face as they joined the choir. The pastor was the first to sing, then others followed suit and added their voices to the mix. Although some didn't know all the lyrics to the song, they swayed and cheered as the congregation celebrated their faith under the loving eyes of their God.",0.804681491,0.894663459,0.884930075,0.77652212,0.939490291,0.860057487,0.800066707
38,belief-faith-sing,4.75,5,4,5,5,55,1.787272727,5.884444444,4.373169502,2.290188679,36.79649015,"There was an ant that liked to sing after working hard at the mound.  The other ants worked while the ant sang.  The ant had a belief that if it sang, it would make the work go by faster.  The ant had faith that this would work.  Before the ant knew it, work was done!",0.71844139,0.86369292,0.855041325,0.748923606,0.905562895,0.818332427,0.799003647
39,belief-faith-sing,1.5,1,2,2,1,50,4.861,5.871818182,4.764757172,2.355319149,58.33333333,"I attend weekly prayer at my church, The people who visit have lots and lots of belief over the almighty god! They sing songs to praise him and listening to it will surely increase our faith in him! I always Thank god! for giving the chance to praise him weekly!",0.773908234,0.885429427,0.863039849,0.738993491,0.936044393,0.839483079,0.799119698
40,belief-faith-sing,2.25,2,3,2,2,66,6.185272727,5.710952381,4.843972096,2.315178571,66,"Nancy loved to sign in the church choir. The old hymns mirrored her faith and belief in life after death, and singing was how she communicated this to others. Nancy waited for the pastor to finish the sermon and the choir director to take over. Now the group stood and launched into the closing hymn. Other church members stood up, clapping in time and singing along.",0.809911873,0.887894174,0.89150998,0.813024999,0.952075012,0.870883208,0.807263975
41,belief-faith-sing,1.333333333,1,1,2,NA,40,2.765,5.892105263,4.514623662,2.321578947,44.8,A child had strong belief in God. She always sing a song for God after waking up. She believed that one day God will come in front of her. After few years she decided to serve God for her lifetime.,0.692802031,0.873451339,0.85376889,0.68000782,0.939532569,0.80791253,0.775861639
42,belief-faith-sing,2.5,1,3,3,3,79,4.929810127,6.140133333,4.385612633,2.311351351,36.50757576,"He wanted to practice his belief in God so he decided to go to a church. He decided that would be the place where he would be able to show his faith. As he entered, he could hear the choir sing like angels. The church was gigantic and he felt like he literally entered heaven. He thought about all the figures that he read about in the Bible. He felt like he was at a dinner table with them.",0.737698466,0.884756025,0.870422816,0.70140115,0.936662299,0.826188151,0.784057439
43,belief-faith-sing,1.75,1,2,2,2,55,2.145,6.018461538,4.128131744,2.34,33.28047264,Most of the peoples belief in their God. Likewise a mother had faith in God. She had strong belief on her God. One day she went to the Church and sing a song and praised the God and came back to her house. She was so happy along with her family. She felt very happy.,0.711325093,0.872866916,0.847347692,0.678658654,0.926865924,0.807412856,0.776731241
44,belief-faith-sing,2.75,3,3,3,2,42,4.800238095,5.975641026,4.702864866,2.281891892,44.90181818,The belief of the priest was evident. He was losing followers and needed to instill more faith in them. He learned to sing and sang in front of his church goers every Sunday. The followers started to come back because of this.,0.769115818,0.866977448,0.867771881,0.743302835,0.936554662,0.836744529,0.782445542
45,belief-faith-sing,3.5,4,3,3,4,55,22.59454545,5.8602,4.889780223,2.315882353,55,"Jacob was an atheist he never believe the existence of god but his girlfriend she belief the god and have great faith in the miracles one day Jacob was met an accident on the hospital his girlfriend sing a catholic song to ease his wounds , Even Jacob an atheist he enjoy the way she sung",0.753603788,0.883058003,0.869811287,0.80257847,0.938226626,0.849455635,0.809379379
46,belief-faith-sing,2.5,2,3,2,3,71,6.069126761,5.773283582,4.754053686,2.331846154,78.41555556,The congregation all gathered in the church. Everyone sat quietly and waited for the pastor to motion for them to begin. They were all filled with belief that they would someday be saved. Their faith was strong as they opened their hymn books and began to sing loudly. They sang together in a beautiful harmony like they were angels from heaven above sent to the Earth to bring peace and joy.,0.779659269,0.895723419,0.878835723,0.787440499,0.944794522,0.857290686,0.791267367
47,belief-faith-sing,3.5,4,3,3,4,83,6.380385542,6.133731343,4.693330366,2.3809375,112.8533333,"Thinking about my feelings and life over the last 10 years, I don't think I'd still be alive if it wasn't for my faith and belief in God. Sometimes I wonder why the abuse I've taken in our marriage hasn't already killed me. ""But that which doesn't kill you makes you stronger."" I guess I'll have to believe in that. Meanwhile, only 100 miles to go so I'll sing to myself because, at this point, I'm not even strong enough to keep awake!",0.681280232,0.882249449,0.881858365,0.737464422,0.97430752,0.831431998,0.812454394
48,belief-faith-sing,4.25,5,4,3,5,109,7.959706422,5.974134615,5.097948467,2.315980392,76.60407164,"The belief that human beings come from outer space is a ridiculous claim made by early pioneers in the science world. There is no evidence or fact to back up their claims and how could it be possible when the DNA in the animal kingdom prove it wrong. There is a great faith to believe that the human race comes from no where but itself. If we sing to the song of the false scientists and their wrong claim, we will be swayed and deceived in such a way that we will lose our own dignity and conscious minds. Search for the truth and you will find the truth.",0.768072347,0.890814309,0.883863009,0.728831412,0.952825276,0.844881271,0.809811924
49,belief-faith-sing,2.25,2,3,2,2,59,6.1625,5.812777778,4.581529571,2.361176471,49.40877525,"The church goers smiled, laughed and greeted each other at the door on Sunday morning. They made their way into the church to sit down and practice their faith, talking with each other the whole way. They sat and quietened down, before beginning to sing. As the pastor spoke about their beliefs, and faith, the church goers listened intently.",0.760595937,0.864121037,0.856121285,0.76916076,0.933703674,0.836740538,0.80311867
50,belief-faith-sing,2.75,2,4,2,3,73,7.238246575,5.742575758,5.368833602,2.35109375,80.69894737,"Jim has recently became more involved with his religion. He has been going to church and working with the community on event projects. They are currently planning a concert where he will sing a duet with the lead singer of the choir. They will sing a song about their faith and hopes for the community. Their belief is that good actions will bring about good fortune, so it's always incorporated in their hymns.",0.822394649,0.906732145,0.882521265,0.740398956,0.96019394,0.862448191,0.797810703
51,belief-faith-sing,3.25,4,3,3,3,64,5.348125,5.782903226,4.92189197,2.320491803,64,"Everything was hanging on her ability to sing.  She waited, poised, in front of the audience, clinging to her frail belief that she could pull this off.  Everyone was counting on her today.  She took a deep breath, reminding herself to have faith and confidence in herself.  Everyone else did, after all.  And then, she began to sing, and the audience beamed with pride.",0.789290616,0.899077247,0.885603338,0.76904019,0.965561365,0.861714551,0.812059419
52,belief-faith-sing,4.5,4,4,5,5,91,5.642065934,6.231590909,4.307473279,2.36,25.06822107,"A man had a belief that his best friend was talking about him behind his back. The man was hurt because he would never do that to his friend and he had faith that his friend would never do that to him, but he was wrong. The man was a musician so he decided he was going to sing his frustrations to his friend the next time he saw him. When he saw his friend, he did just that. He sang until the friend understood why his feelings were so hurt.",0.637096048,0.856499836,0.821833615,0.648049868,0.937202701,0.780136414,0.776748248
53,belief-faith-sing,4,3,4,4,5,76,5.102180451,5.829315068,5.048519278,2.394383562,39.01137621,"Her diagnosis was clear, she had cancer. This would begin her journey of treatment and suffering  in her battle against cancer. However, she had faith. She loved to sing, and even more, she loved to sing about her faith. She would face her journey, her struggle against cancer, with the strong belief that God was with her. She would sing and sing until her body couldn't physically do so any longer. Her mind had complete faith.",0.753817793,0.875833414,0.851808504,0.719233036,0.938670734,0.827872696,0.793170759
54,belief-faith-sing,1.666666667,1,NA,1,3,53,22.22339623,6.129230769,4.416664091,2.369411765,31.71904782,In every year my office organize the party and in that party Ising the song and everyone had very belief on me because of the party was very big and then they had very faith on the my singing levels.so this faith make me more comfortable to belief on the party people.,0.763609534,0.865810691,0.860784633,0.729899006,0.928919956,0.829804764,0.810147586
55,belief-faith-sing,3.75,4,4,3,4,67,6.199294118,5.919310345,5.043990799,2.320740741,62.70437956,"I wanted to sing in the choir, but I couldn't convince the members of the congregation to let me in. You see, I had my faith challenged last week. My belief that God existed had flipped, and I was ready for church to let me in. However, they didn't think my intentions were true. How could I explain that I was genuine despite my widely-known criminal history?",0.762725993,0.901505159,0.884428481,0.725663665,0.973423257,0.849549311,0.799782696
56,belief-faith-sing,2.25,2,3,2,2,74,7.252027027,5.944242424,4.920616552,2.347936508,43,"I am i very strong christian who belief in the existence of a mighty being, he is above every creature. My faith in him has increased over the year, because i have encounter lot of troubles that will have make me turn my faith from him. I also sing praises to him to thank him for his mighty works in the lives of my family. I belief my faith in him will never fade.",0.782392077,0.89605283,0.886318535,0.758609985,0.954532494,0.855581184,0.788886134
57,belief-faith-sing,3.25,3,4,3,3,63,5.057333333,5.945344828,4.577510628,2.309491525,65,"Recently the woman had begun to question her faith and belief. It had been a rough month and an even rougher year. She hadn't been to church in a while. She could almost hear the choir sing in her head, even sitting there alone in her den. She missed it dearly, but she didn't know if it was actually anything but just words.",0.732763507,0.888397153,0.866819988,0.716290573,0.967649419,0.834384128,0.80998551
58,belief-faith-sing,2.25,2,3,2,2,65,6.788846154,5.988813559,4.890920278,2.358392857,36.34986226,"I was asked to sing at a benefit. It was for people of the Christian faith. It was open to anyone, but it was sponsored by the Christian community. They would have many different singers and musicians playing uplifting music. It is my belief that many people will be uplifted by listening to music. I feel that many will be saved after listening to music.",0.764069006,0.87050848,0.849658494,0.700502402,0.937785044,0.824504685,0.785209734
59,belief-faith-sing,2.5,2,3,3,2,62,6.251774194,5.979122807,4.913210219,2.30875,29.12801932,I am strong in my faith. My belief is that to sing is to express my belief with others and let the spirit move within me. I can feel the emotion build within me and I am living the life in accordance with my faith. When I see others who listen to my song feel this emotion is incredibly uplifting to me.,0.757720643,0.865986965,0.867470569,0.711431594,0.949117811,0.830345516,0.777609469
60,belief-faith-sing,4.25,3,4,5,5,68,4.984588235,5.783134328,4.655984125,2.329016393,50.00757576,"The young frog loved life and all of the natural spirits. To show his belief and joy he often sang beautiful songs. But the jealous lizards questioned his faith, saying he was only happy because of his beautiful voice and asked a witch to curse him. So now the frog can only sing in croaks. But the frog and the natural spirits love his songs all the same.",0.726641593,0.879562162,0.864026596,0.777332755,0.932358548,0.835984331,0.802624955
61,belief-faith-sing,4.5,5,3,5,5,48,4.331666667,5.893863636,4.483088004,2.366666667,53.84615385,"It was her belief that everything would be ok. She approached the red dinosaur and pet it's nose. She cried with fear, but she still had faith that the beast would be tame. It looked at her curiously as she began to sing Michael Jackson's Thriller to it.",0.778553444,0.900269939,0.883514463,0.810185077,0.979838656,0.870472316,0.807902329
62,belief-faith-sing,2,1,3,2,2,51,4.653088235,6.129591837,4.536749449,2.370208333,52,It was Whoopi's belief that she could help the choir at the church. Her passion was to sing and her faith was strong. She started training the choir and they had never been so excited. They went to the competition in the fall and blew away all of the other choirs.,0.770400104,0.884730864,0.872048016,0.768218696,0.957440835,0.850567703,0.791540675
63,belief-faith-sing,4,3,4,5,4,98,5.282244898,5.875333333,4.763417105,2.301627907,81.12672176,"John began to question his faith after he lost everything in the mortgage crisis of 2008. He always trusted his abilities but without a penny in his pocket he was headed for a tragic end. As he walked the streets of New York he stumbled upon a church and walked inside. He began to sing along with the choir. It was there that he got his belief back. He thought to himself, ""I can climb back to the top"". Fast forward ten year, and he is now one of the most successful hedge fund managers on the Eas",0.794611043,0.90752586,0.902743455,0.766406346,0.981263198,0.87050998,0.812983188
64,belief-faith-sing,4.25,5,4,4,4,82,4.705853659,6.128666667,4.246457813,2.330147059,85.57818182,"My mother loved to sing, it was her way of expressing her faith. She loved to talk about God and jesus and how christianity was the only way. I on the other hand held different beliefs. I did not believe in the bible or that there was a man sitting in the clouds looking down on me. She held her faith until this one night, when she was abducted by little green men, as she calls them. And they changed her views.",0.74441059,0.891514535,0.873809223,0.71829118,0.959398679,0.837484841,0.813541067
65,belief-faith-sing,4,3,4,4,5,72,4.776,6.200882353,4.222140665,2.252794118,30.36270406,"It wasn't our belief, but it belonged to her, and we loved her and wanted to support her in her faith and in her illness. To sing with her made the pain tolerable. So she sang, and we sang with her, sang as loudly and as melodiously as we could. There were only a few other people there this early in the day. But she was there, and we were with her.",0.730051898,0.872645896,0.868413302,0.739515265,0.925693036,0.827263879,0.798458112
66,belief-faith-sing,2,1,3,2,2,58,5.006413793,5.6575,4.969610652,2.3,67.28,The church bells rang out as everyone bang to shuffle in.  The preacher took the stage as he asked everyone to sit.  He delivered a powerful sermon that strengthened their faith and belief.  Afterward they all rose up as the choir began to sing.  The crowd swayed back and forth in harmony until the end of the service.,0.805524149,0.890134796,0.893991809,0.798970321,0.944535213,0.866631258,0.791354775
67,belief-faith-sing,2.75,1,3,3,4,51,5.031384615,5.918478261,4.805887231,2.313913043,63.09333333,"She anxiously awaited the return of in-person church.  Although she attended online, it just wasn't the same.  She still had faith, but it was somewhat muted since the pandemic began.  She loved to sing the hymns from the hymnal.  Her belief was that it somehow made her more connected to God.",0.809418266,0.875749731,0.885008277,0.792454491,0.955995948,0.863725342,0.805465146
68,belief-faith-sing,2,2,3,2,1,88,7.230818182,5.74308642,4.924894167,2.349156627,98.56,"Many people have a belief in a higher power they refer to as their god.  Having this belief is called faith, and people gather in large fancy buildings each week, usually on a Sunday, to practice this faith.  While there, they all sit facing the front of the building where one man gives a lecture, they spend some time singing songs, then they all get up and file out.  They also sometimes engage in some ritualistic hand shaking and hugging, then they all head home again.  Weird, huh?",0.79629838,0.914686853,0.900513992,0.761544558,0.973685617,0.86934588,0.819219372
