ID,word_count,readability,freq,aoa,prev,mtld,Story,StoryRater1,StoryRater2,StoryRater3,StoryRater4,StoryRater5,StoryRaterMean,sex,age,english,gc,gf,gr,verb_sd,open,DSI_ukwac,DSI_subtitle,DSI_baroni,DSI_glove,DSI_TASA,DSI_mean,DSI_bert
16,96,9.503333333,5.887901235,4.888488921,2.337051282,61.29074345,I am living in England and because my grandparents used to live here I decided I would send them a letter. All the places I have visited since I have been here are places that they used to spend their childhood lives visiting and passing on the streets. I am only here for a short time because I have to return back to America to resume my college career back at Penn State University. I went into this one store and bought a post card and a few stamps to mail to my grandparents back home.,3,3,4,4,4,3.6,2,19,1,13,7,19,0.78026575,41,0.777196817,0.889006567,0.885524079,0.737777964,0.972340082,0.852369102,0.785506429
17,104,9.980769231,6.036847826,4.600868352,2.319891304,86.96943231,"I ran into a dilemma because I ordered new cheetah vans, you know the shoes, but they were way too much an uncomfortable. I called my mom to ask how to return them because she would usually do it for me but I am a college student now, no longer relying on mom to do the job. I followed her instructions and went on a bus to the post office. He stamp my package and sent it out to return back to the store and now here I am writing my sister a letter to update her on how college is not that simple.",3,3,5,4,3,3.6,2,18,1,11,5,21,NA,43,0.786097475,0.906810199,0.908483479,0.771249629,0.985453284,0.871618813,0.81088437
18,41,4.236768293,5.762702703,4.490608164,2.319117647,52.29777778,"She misses him so much. She leans on the door and stares at the mountains everyday. Finally, on a bright afternoon, the letter sent by him from a very remote place arrived. Her tears fell on the stamp and wettened it.",4,3,4,3,3,3.4,2,18,2,8,10,15,0.863990769,56,0.784272785,0.899539216,0.90053378,0.813631816,0.973532568,0.874302033,0.808231481
19,48,8.765833333,6.014545455,4.280579792,2.31893617,27.89189189,"In a day in summer, Sandy sent a letter to his grandfather. She was on her way to the supermarket and then she would send her letter. however, on the way she sent her letter, she stamped. and then her letter lost. she cried for a long time.",3,3,3,4,3,3.2,2,18,2,4,6,10,0.785740526,42,0.720322788,0.864272188,0.859260117,0.725213278,0.932891918,0.820392058,0.763516853
20,39,2.735576923,6.181388889,4.332348127,2.325641026,24.17124052,The parent was sending something to their student. They put a stamp on it and put it in the box to send. When the student got it she saw it was a letter. She was a very happy student.,2,1,1,1,2,1.4,2,18,1,12,9,15,0.745435526,41,0.721538362,0.878430143,0.866411422,0.665643085,0.938953087,0.81419522,0.760924937
21,74,7.889864865,5.965230769,4.369614078,2.3059375,87.5,"I hadn't talked to my brother in a long time because he is in the military overseas. So I decided to write him a letter that day. The post office is only five minutes away, so I swung by after getting breakfast with friends and grabbed  some stamps. After enjoying a relaxing day at home, and finishing the letter, I gave it to my mom for her to send before she went into work.",3,3,3,3,3,3,2,NA,1,12,7,20,NA,48,0.72865093,0.890116486,0.889113676,0.732363318,0.972075856,0.842464053,0.793044781
22,58,5.527068966,5.969183673,4.745085947,2.307708333,104.6577778,Ive been in college for 3 months now so its time to write a letter back home to let my parents know im still alive. I want to send it but i have no stamps. My obvious response is to go door to door soliciting other peoples help. I eventually find someone and they give me a stamp,2,3,3,3,2,2.6,1,18,1,11,10,16,0.79042359,49,0.73123748,0.888879765,0.880795476,0.727216703,0.979384109,0.841502707,0.808002104
23,73,4.651945205,5.979375,4.515105339,2.29779661,62.63068182,"When I was 10, I had my first pen pal. I was so excited I got all the supplies  to send my letters to my buddy, like stamps, envelopes, stickers, and markers the second I got my pen pal. We talked about our lives and how we live since he lived on the other side of the world. But then he suddenly stopped. The last thing I received from him was a button.",4,5,4,3,4,4,2,21,1,10,5,17,0.773618947,47,0.738627538,0.886156947,0.89150644,0.776389872,0.968702723,0.852276704,0.813431446
24,101,5.812623762,6.074457831,4.496888643,2.335487805,63.89048082,"I am writing a letter to my imaginary friend today. Ever since I went to college, and she didn't come with me, we have to keep in contact by letter, since she doesn't have a phone. I try to send a letter every 2 to 3 weeks to keep her updated on my life. She always sends me one back about 2 weeks later, which is nice. I writing to her about how I'm excited to come home next week and see her. Oh no, I forgot I have to go get stamps since I ran out, I'll be right back!",4,5,3,5,3,4,2,18,1,13,8,15,NA,53,0.68481526,0.873570515,0.875112159,0.691254067,0.965541683,0.818058737,0.792515333
25,39,2.735576923,6.131111111,4.435796208,2.319444444,39,The girl wanted to send a letter to a boy. However she was stumped on tell her feelings about him to him. She decided to go through with it. She wrote a letter and sent it through the mail.,4,1,3,3,2,2.6,2,20,1,5,8,18,NA,55,0.691346118,0.859906132,0.84627791,0.678803539,0.93599031,0.802464802,0.762241378
26,55,10.36772727,6.026190476,4.32580607,2.306382979,39.19628268,"i wanted to write a letter to my friend in a different college. i wrote him a special note and put a stamp on the envelope. i tried to send it on friday, i forgot where i put the letter, so i wrote another one and sent it on monday. Hopefully he gets it soon",2,1,1,2,2,1.6,1,18,1,11,8,18,0.80115475,46,0.735243428,0.866548436,0.869911108,0.698922343,0.931001543,0.820325372,0.773656704
27,41,3.661158537,6.078205128,4.358463649,2.352368421,31.23382867,The girl was day dreaming about her boyfriend she loves so deeply. She really misses him. She decided to write him a letter to surprise him. When the letter was done she had to stamp it before she could send it.,4,1,2,2,3,2.4,2,19,1,7,8,18,0.721336842,34,0.704295631,0.871878909,0.866372967,0.733796885,0.958078867,0.826884652,0.776452291
28,51,8.700098039,5.998095238,4.430868373,2.299302326,34.56097028,"once upon a time, i had to write a letter to my grand mom. The letter was thanking her for the money i had received on christmas. i needed to find a stamp before i placed it in the mail. i was able to send off the letter the next day.",2,1,2,2,2,1.8,2,19,1,15,8,15,0.748493,44,0.76142104,0.870108836,0.882589304,0.720254645,0.93879042,0.834632849,0.766727589
29,48,17.1425,6.108666667,4.674164371,2.312444444,64.512,"the girl put a stamp onto the love letter. she was going to send it off to her lover at war. it had been months since she had last heard a response but she never gave up hope. they were destined to be together, she just knew it.",3,3,2,2,2,2.4,2,18,1,15,8,13,0.825115,49,0.72668016,0.899694613,0.8880972,0.704565025,0.983381977,0.840483795,0.802657588
30,38,3.020263158,5.976129032,4.351114357,2.2871875,39.216,"Today I wanted to send my mom a message. So I decided to write her a letter. I put it in an envelope, addressed it, and put a stamp on it. I sent it at the post office.",1,1,1,1,1,1,2,20,1,10,9,23,0.730326389,42,0.71247522,0.832710489,0.855938961,0.672570095,0.901588221,0.795056597,0.751558154
31,68,5.79,6.023148148,4.420958224,2.245,68,"I was very lonely away from my nana. She did not have a cellphone so I decided to send her a letter. I knew she liked letters with a kitten stamp on them, so i went out of my way to find one at CVS. I made sure it was a Ginger cat because those are her favorites. I cannot wait to send this letter to my nana.",4,4,3,3,2,3.2,2,19,1,10,7,20,0.79294125,55,0.754869327,0.88665939,0.888880106,0.805305691,0.96447761,0.860038425,0.793928918
32,35,2.782857143,6.215294118,4.045025232,2.296176471,38.11111111,My mother is looking to write me a letter. She needs to send it to my new college address. She needs to go and buy stamps to put one on the top of the letter.,1,1,2,1,1,1.2,2,18,1,4,5,16,0.761414857,42,0.720448892,0.872716125,0.875762248,0.673745725,0.959534374,0.820441473,0.763395906
33,80,7.6975,5.74942029,4.75689054,2.291805556,89.6,"There were two pen pals who agreed to stop talking via the Internet and write hand letters. The one, named Jade, wrote a long letter to send to her pen pal, Max. After giving a detailed account of her life in England to Max, who was from Los Angeles, she put a stamp on the envelope and had it sent. Max wrote back sharing his current experiences in high school and ended up inviting Jade to his prom in May.",4,4,4,3,3,3.6,2,19,1,17,7,18,NA,43,0.814235921,0.915439658,0.915373622,0.804853899,0.971585488,0.884297718,0.813991025
34,38,1.037157895,6.123333333,4.378442365,2.310322581,39,"I want to send him a letter. I am afraid because what if he doesn't respond. Or worse, what if he finds it odd. I think I am going to do it. I need to find a stamp.",4,1,2,2,3,2.4,2,19,1,11,8,15,0.7960735,44,0.677956315,0.85757057,0.840941998,0.668321571,0.987149697,0.80638803,0.768535311
35,36,4.167777778,6.29,4.400723706,2.271428571,36,The man wanted to send a letter to his wife because he is in the army. The only problem is he could not find a stamp. Eventually he found it and sent it to his wife.,2,1,2,2,2,1.8,1,18,1,6,4,18,0.732251,39,0.698699697,0.8723958,0.868485258,0.676919378,0.947665805,0.812833188,0.75655126
36,32,1.845,5.995555556,4.225969959,2.269310345,21.15533286,I wrote a letter to my aunt. I went to the post office and bought a stamp. I put the stamp on the letter and gave it to the mailman to send.,1,1,1,1,1,1,1,19,1,11,8,20,0.761756923,38,0.743400796,0.814594833,0.865462833,0.756041007,0.90252318,0.81640453,0.735454667
37,53,6.88490566,5.885909091,4.505548374,2.330232558,58.32,"When I went to check my mailbox, I had noticed the letter I wrote my brother at school still sitting there even after the mailman came. I wondered why I wasn't able to send the letter. I brought it back inside and discovered that I had forgotten to put a stamp on it.",1,2,3,3,4,2.6,2,18,1,9,7,13,0.740962,41,0.731133855,0.868307585,0.879143999,0.731600834,0.962705928,0.83457844,0.785980731
38,39,4.550961538,5.839142857,5.03227026,2.293428571,70.98,"My boyfriend is away at war. The only way we have been able to communicate is through letters. He promised to send me a letter everyday. Though, the last letter I received has a stamp from a month ago.",3,1,3,2,2,2.2,2,18,1,10,7,19,0.772369211,51,0.74428146,0.884227203,0.891174157,0.697245883,0.966656458,0.836717032,0.786576659
39,23,4.286304348,5.513809524,5.418726235,2.332222222,161.28,"As my letter concludes, I stamp my signature and read through the final product. Nerves won't stop me from clicking send"" this time.""",2,5,4,4,5,4,1,20,1,6,8,13,NA,47,0.844773655,0.925903241,0.916985724,0.804406849,0.973623959,0.893138686,0.819429907
40,63,5.349325397,6.105932203,4.512863058,2.321034483,69.4575,"It all started when I sent her that letter. The post office made me put my stamp on the front before I could send it to my love. After everything was taken care of there, I later received a letter make with her stamp on the front. In return of my kindness and affection, this is how she wanted to send it back.",3,3,3,3,2,2.8,1,18,1,8,6,9,0.748705405,35,0.71324475,0.8709905,0.876044709,0.682559005,0.935510518,0.815669896,0.797342577
41,47,7.341276596,5.816818182,4.185489799,2.248292683,40.81578947,"The grandmother was in Europe, and wanted to send a letter to her granddaughter. The granddaughter loved the color green, so the grandmother picked  out a green stamp. The letter arrived two weeks later, but the grandmother had sent it to the wrong granddaughter, who liked purple.",3,3,5,4,3,3.6,2,19,1,12,5,24,NA,52,0.727688649,0.877090099,0.863797391,0.749808697,0.93078386,0.829833739,0.787634807
42,59,4.412,6.08125,4.708212432,2.302040816,67.2,"I am writing a letter to my brother who I have not seen in several years. I realize I don't have any stamps, so I drive to the post office. The closer I get, the more nervous I become. The last time we saw each other it was a disaster. Is it really a good idea to send this?",4,3,4,3,4,3.6,1,20,1,10,10,NA,0.78303775,40,0.733294637,0.907580562,0.89870013,0.685185412,0.974690246,0.839890197,0.793891103
43,21,5.523809524,6.137777778,4.372979159,2.299473684,41.16,i wrote a letter and went to post office to get stamp do that I can send it to my friend,1,1,1,1,1,1,2,19,2,7,8,19,NA,42,0.715820714,0.84991945,0.879926591,0.696075471,0.927658206,0.813880086,0.75169086
44,43,3.146686047,5.958529412,4.391930721,2.286,29.6379168,I was writing a letter to my mom. I realized I needed a stamp before I put it in the mail. I went to the post office to buy a stamp. After that I went to go send the letter in the mailbox.,1,1,1,1,1,1,2,20,1,11,4,15,NA,48,0.733184707,0.833964624,0.869376452,0.717909141,0.915976346,0.814082254,0.745432174
45,97,4.777172312,6.088271605,4.451472034,2.311609195,56.05253283,"My sister is traveling abroad in Europe and one day, I decided to visit her for a week. I travelled many hours to reach her, but I finally made it. While I was in town visiting her, I met a man. We instantly fell in love for the week I was there. But sadly, It was time for me to go back home. But to this day, every now and then I would receive a letter in the mail, with a stamp of the city from him. I would always end up sending him a letter back.",5,4,5,3,4,4.2,2,18,1,11,8,20,0.747248378,46,0.703546269,0.876028917,0.874007574,0.66802263,0.965680396,0.817457157,0.78823125
46,45,16.90666667,6.10525,4.522834619,2.283333333,40.88888889,"I needed to go to the post office to get a stamp in order to send my letter. the post office didn't have the stamps that I was looking for so, I had to hand deliver my letter instead of sending it in the mail.",1,1,3,1,2,1.6,2,18,1,8,8,18,0.72992175,41,0.724223917,0.835122614,0.85499237,0.667032264,0.881781832,0.792630599,0.768715134
47,98,4.479336735,5.951868132,4.665684454,2.335111111,74.87090791,"Clarissa was very excited. Today got she received a letter in the post. She hoped with all her heart that it was from her love, Frank. He has been far away for quite some time now in the army. She wasn't expecting him to send a letter so soon. She had resigned to the thought that she wouldn't hear from him again in weeks. She bolted around her dining room in search for an envelop and a stamp so that she could write a reply the second she was done reading. Excitement flooded her as she opened it.",4,3,4,4,3,3.6,2,19,1,11,7,15,0.8098805,48,0.770808189,0.9001527,0.889063716,0.765725495,0.976765347,0.860503089,0.80476151
48,36,1.358888889,6.175666667,4.310946734,2.331875,26.75792327,"I went to write a letter to my boyfriend. I was told to send it on friday. It never got to him, it was like snail mail. But then I was told I forgot the stamp.",2,4,2,5,2,3,2,18,1,11,7,20,0.741462647,39,0.672222112,0.843096765,0.862531036,0.722869539,0.939140119,0.807971914,0.760561166
49,27,2.779259259,5.843636364,4.670362944,2.316086957,51.03,I received a letter from my soldier today. I made sure to write back. I placed a stamp on the envelope and had to send it away.,2,1,1,1,4,1.8,2,18,1,9,5,19,0.704174211,38,0.74285373,0.879513518,0.90563159,0.742147833,0.944747297,0.842978794,0.747301087
50,70,3.692857143,6.038103448,4.357568701,2.297627119,80.64,"It was a week before Christmas and I had to send my letter to Santa. How would he know what to throw down my chimney if I don't send this. I licked the envelope shut and wrote the address of the North Pole. I had to run all around my house finding a stamp, but they were hiding in my dad's desk. I really hope I get my new bike.",4,2,3,5,3,3.4,1,18,1,5,9,26,0.782271,37,0.749467453,0.893383472,0.902053879,0.789192322,0.974035285,0.861626482,0.798546779
51,52,5.239230769,6.14173913,4.359157033,2.308181818,54.59,"It has been too long since I've seen my family, and I missed talking to them so much. As I walked to the post office, I was so excited for them to get this letter. I put a stamp on the envelope, and put it in the mail box to send away.",2,2,2,2,2,2,2,18,1,12,9,21,0.770321,49,0.7225391,0.883214195,0.905194224,0.732619493,0.955576252,0.839828653,0.787217173
52,51,5.616470588,6.027142857,4.524124357,2.266136364,33.06209797,"I havent seen my family in so long so I decided to send them a letter. After I wrote my heartfelt letter, I put it in an envelope and put a stamp on the front of it. I then sent them my message to tell them how much I miss them.",2,1,2,2,1,1.6,2,19,1,10,8,6,0.758300513,41,0.74299751,0.877473865,0.889214809,0.745725943,0.944596612,0.840001748,0.781180517
53,51,3.958970588,6.187916667,4.407003291,2.347291667,44.28947368,"Jessica knew this letter would change her life forever, but she had to send it. It took all her might to stamp the letter. When she finally did, she dropped it into the mailbox ad walked away. She knew she would regret it, but it was the right thing to do.",4,3,3,4,4,3.6,2,18,1,11,9,23,0.747960811,40,0.709707714,0.877571871,0.886452894,0.729177743,0.963875602,0.833357165,0.78884661
54,58,6.394827586,6.115416667,4.240300583,2.304,45.77367288,"One time I wanted to send a letter home to my Mom. the problem was I needed to find a stamp. It was freezing cold outside, and I didn't want to go buy a stamp at the post office. So, instead of sending my mom the letter, I took a picture of it and texted it to her.",3,4,3,3,3,3.2,2,18,1,9,5,16,0.798858462,38,0.693554116,0.869321935,0.872461847,0.714222432,0.964519351,0.822815936,0.780812057
55,40,3.77,5.9103125,4.31041104,2.304,49.77777778,"I had to send my sister a card for her birthday. I bought a nice card, wrote a very kind letter, and put it in the envelope. Then, I affixed a stamp and dropped it off at the post office.",1,1,1,2,1,1.2,2,20,1,14,9,18,NA,45,0.746982712,0.862235442,0.890558548,0.77356961,0.955876531,0.845844568,0.771468764
56,48,3.1025,5.96625,4.336728353,2.312307692,48,"I needed to send a letter to my mom while I was away at college. So, after class I walked to the post office. When I got there I bought a stamp and waited in line. I handed my letter and they sent it off to my mom.",1,1,1,2,2,1.4,2,18,1,10,7,16,0.755413846,52,0.725210327,0.870463723,0.872924837,0.732847756,0.960747866,0.832438902,0.756762435
57,49,4.118112245,6.119545455,4.423459286,2.298222222,36.109598,"When I was in 3rd grade, we learned how to send a letter. First, we put the letter in the envelope. Then, we addressed the letter and filled out the person's name and location. Finally, we put the stamp on the corner and sent it to the post office.",2,3,2,3,1,2.2,1,18,1,9,6,18,0.75207075,27,0.770003909,0.872821129,0.881306549,0.7356883,0.920654529,0.836094883,0.783744421
58,49,5.322193878,5.745111111,4.901922827,2.371904762,63.63636364,"The young boy developed a close friendship with a pen pal from across the world. They regularly send each other letters. They even have their own stamps to match each other's interests. The boy and his friend do this monthly, and look forward to each others letters every time.",3,3,4,3,2,3,1,18,1,14,10,22,0.769021026,44,0.772441086,0.90501757,0.890907891,0.729803793,0.96287695,0.852209458,0.79214361
59,66,3.861030303,6.043571429,4.263022922,2.286363636,33.83290863,"As I woke I morning, I felt a sense of homesickness wash over me. I go to my drawer and reach for my stamps and paper. I began to write to my family back home. I write to them about all the things I have been doing. When I finish, the fold up the letter, put it in a envelope and send it to my house.",2,1,2,3,1,1.8,1,19,1,10,6,24,0.786993077,51,0.74330618,0.882138044,0.890375609,0.775882434,0.966882722,0.851716998,0.78977754
60,93,5.680806452,5.974444444,4.401701661,2.304698795,59.10298792,"Following my birthday, I received a letter from my grandmother in the mail.
Here she expressed her deepest concern that she couldnt be there to celebrate my birthday with me. As a way for me to thank her for thinking of me on my special day, I sat down to write her a letter. This time, I stamped the letter and sent it to her address. Sending a letter was something I havent done in a long time. Im use to just seeing the send"" button appear on my phone for text messages.""",3,3,4,4,3,3.4,2,19,1,8,7,22,0.753337353,30,0.772417962,0.885845507,0.888126746,0.76150055,0.956611988,0.852900551,0.79885676
61,53,4.271839623,5.887142857,4.592085498,2.310425532,65.54333333,"A man was walking down the road, heading to the post office where he planned to send a letter. When he arrived, nobody was there, and stamps were all over the floor. It looked like a hurricane had occurred. So, he grabbed just one stamp, headed home, and mailed the letter from there.",2,5,5,4,5,4.2,1,19,1,5,9,24,0.800752105,52,0.749843583,0.895817783,0.889436166,0.739693557,0.957024697,0.846363157,0.803979502
62,104,9.073076923,6.154574468,4.258722074,2.31606383,67.34902994,"I woke up this morning and my dad decided it would be a good idea to give me a taste of what life was really like back in the day. He approached me with a packet of postal stamps and an envelope. It was my grandma's birthday so my siblings and I were asked to write her a letter to express our love and how much she meant to us. After we took turns to write our parts on the letter, my dad and I drove to the post office to drop off the envelope so that they could send it to my grandmas",3,4,3,4,3,3.4,1,18,1,9,8,14,0.710383667,52,0.734572633,0.885666988,0.885019236,0.769879637,0.965408908,0.84810948,0.793979718
63,61,8.008852459,5.881403509,4.621034816,2.314,61,"Gretta went stomped down the long hallway, stamping her name on the ground with every step. She was on her way to the principals office to talk about a risky text her friends pressured her to send. The principal was not pleased with the message she sent to a boy in her class and insisted that she write an apology letter.",5,5,5,5,5,5,2,21,1,10,7,20,0.771047436,51,0.804194182,0.914615918,0.910554989,0.825235004,0.980653763,0.887050771,0.804120041
64,19,1.164210526,5.854117647,4.592329414,2.189411765,101.08,"Tom send a letter to Lily. He would asks her to be his girlfriend. In the stamp, she agrees.",2,1,2,1,1,1.4,2,19,2,3,7,15,NA,32,0.768359502,0.905856482,0.884857093,0.792211377,0.980433809,0.866343653,0.756141978
65,51,5.847843137,6.001086957,4.290802193,2.30375,51,I wanted to send my cousin in college a letter and some money for pizza. I took my letter to the post office and got a stamp and sent it off to her school. She told me a few days later that she got my letter and ate some delicious pizza.,3,2,3,3,2,2.6,2,20,1,14,9,21,0.77220275,43,0.718440362,0.869067065,0.864038921,0.7409557,0.944595254,0.82741946,0.758508587
66,41,4.41804878,5.7465625,4.735983584,2.303030303,35.17613636,"I wrote a letter to my family back home. I struggled to find a store where I could by stamps. Finally, I found a stamp store and was ready to send my letter back home but I had misplaced my letter!",2,1,2,2,2,1.8,1,19,1,7,8,21,0.758137105,31,0.726379906,0.847111843,0.86572377,0.72848711,0.934876363,0.820515799,0.762988632
67,52,2.641538462,6.145454545,4.265599088,2.302444444,27.65611282,"I wrote a letter to send to my friend.
I have not seen her in 2 years and thought I would reach out.
I went to the post office to get a stamp.
I put the stamp on the envelope with my letter in it and sent my letter in the mail.",2,1,2,2,2,1.8,2,19,1,8,6,19,0.783992821,38,0.702538186,0.820495045,0.858668169,0.736225972,0.86967426,0.797520326,0.76772399
68,75,6.983833333,5.943939394,4.492843725,2.297014925,60.68718145,Today is my mom's birthday so I wrote a letter telling her how much she means to me. I drove over to the post office in the freezing cold morning weather. I arrived and purchased a stamp to put onto the envelope that contained the letter. I then put the letter into a pile at the post office so that they could send my mom the letter for her to enjoy on her special day.,2,1,2,4,2,2.2,2,20,1,8,6,24,0.73253075,44,0.774763709,0.889192735,0.892201483,0.765105024,0.945022893,0.853257169,0.789844556
69,57,6.932280702,5.993703704,4.432156595,2.317222222,47.80645161,"He finished the letter, and put the pen down. With the grace and dignity of someone sending his thousandth letter, he placed the stamp in the top right corner. Solemnly, he walked over to his well worn mailbox, slid the letter in, and raised the flag to let the mailperson know that he had mail to send.",2,3,3,4,2,2.8,1,21,1,17,9,22,0.788796154,59,0.779422658,0.902765841,0.899202635,0.804803711,0.95179382,0.867597733,0.810050477
70,64,6.1375,5.92877193,4.502148688,2.275087719,47.96482546,"Every December a little boy writes a Letter to Santa in hopes of getting everything he wants. He writes it and leaves a list of toys, when he is finished he will send it in the mail to the North Pole. However, he needs a special stamp in order for the letter to reach Santa's work shop. He looks forward to this every year.",4,3,4,5,2,3.6,1,18,1,6,9,3,0.769121282,45,0.800342239,0.909271706,0.906752534,0.748190102,0.969633931,0.866838102,0.801069556
71,55,4.790681818,6.191914894,4.445875762,2.319361702,45,"On Saturday, my grandmother finally brought me the stamps I had been asking for. I have been wanting to send something to my cousin in the Navy for weeks. Now, I can write him a letter. I will tell him all about what college is like, and I will ask what the Navy is like.",3,1,2,3,2,2.2,2,18,1,13,8,24,0.731787949,36,0.699724278,0.890164608,0.874724796,0.694648527,0.965055292,0.8248635,0.785301584
